age,background,experience,schedule,howlong,total_lift,gender_male,BMI,diet,experience_level
48.0,No or minimal sports,Beginner with coach,Single workout per day,4+ years|,1100.0,1,26.398367346938777,strict diet,Expert
36.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1085.0,1,27.259183673469387,normal diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,1125.0,1,27.891291410434437,normal diet,Professional
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1135.0,1,26.245333333333335,normal diet,Amateur
30.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1230.0,1,27.121913580246915,normal diet,Amateur
52.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1028.0,1,27.194009125173576,normal diet,Expert
47.0,Recreational or educational sports,Beginner without coach,Single workout per day,2-4 years|,1025.0,1,25.358989197530864,normal diet,Professional
38.0,No or minimal sports,Beginner with coach,Multiple workouts per day,2-4 years|,1136.0,1,29.006943066851814,normal diet,Professional
31.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,955.0,1,21.935402260077584,no diet,Amateur
39.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,1091.0,1,27.799961419753085,normal diet,Amateur
38.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,994.0,1,26.726107960512497,no diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1355.0,1,29.236294896030245,normal diet,Amateur
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1110.0,1,24.676734693877552,normal diet,Amateur
19.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,955.0,1,24.006756756756758,normal diet,Professional
44.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,900.0,1,34.173611111111114,strict diet,Professional
30.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1025.0,1,28.884837962962962,normal diet,Professional
42.0,No or minimal sports,Beginner with coach,Multiple workouts per day,2-4 years|,895.0,1,25.087770061728396,strict diet,Professional
26.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1085.0,1,27.571214111465565,normal diet,Amateur
32.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1112.0,1,30.406574394463668,strict diet,Amateur
25.0,Recreational or educational sports,Beginner with coach,Single workout per day,6-12 months|1-2 years|,1060.0,1,25.087770061728396,no diet,Amateur
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1175.0,1,28.126081314878892,normal diet,Amateur
36.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,890.0,1,23.995733333333334,normal diet,Amateur
35.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,920.0,1,23.565095155709344,normal diet,Professional
39.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,1054.0,1,26.383936948770877,normal diet,Amateur
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,921.0,1,28.886245674740483,no diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,920.0,1,25.765817901234566,normal diet,Amateur
27.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1015.0,1,27.061851211072664,normal diet,Amateur
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1105.0,1,27.249276008019603,normal diet,Professional
33.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1080.0,1,23.867283950617285,normal diet,Professional
25.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,840.0,1,25.056805524615726,no diet,Professional
29.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1157.0,1,25.250612244897958,no diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1190.0,1,31.32100690576966,normal diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1140.0,1,24.363579080025204,normal diet,Professional
28.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1212.0,1,21.695945945945947,normal diet,Amateur
34.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,977.0,1,27.96697316569713,normal diet,Amateur
24.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1085.0,1,23.40105601469238,no diet,Professional
25.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,948.0,1,23.625288804872927,no diet,Professional
37.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1190.0,1,25.064740101332333,normal diet,Professional
33.0,Recreational or educational sports,Beginner without coach,Single workout per day,4+ years|,956.0,1,23.847054155921445,normal diet,Expert
47.0,Recreational or educational sports,Beginner without coach,Single workout per day,2-4 years|,1012.0,1,24.544336441182306,normal diet,Professional
27.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1130.0,1,26.578449905482042,no diet,Amateur
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,1210.0,1,28.35034656584751,no diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,944.0,1,23.12088888888889,no diet,Professional
30.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,900.0,1,25.59241884030775,normal diet,Amateur
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1348.0,1,26.44386574074074,normal diet,Expert
49.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1050.0,1,26.301686851211073,normal diet,Expert
45.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1080.0,1,27.31674018063432,normal diet,Amateur
45.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,825.0,1,22.44402436462928,normal diet,Amateur
44.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,1200.0,1,24.658895190086117,normal diet,Amateur
26.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1395.0,1,32.5462962962963,normal diet,Amateur
24.0,No or minimal sports,Beginner with coach,Multiple workouts per day,2-4 years|,1660.0,1,33.22434413580247,normal diet,Professional
35.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1125.0,1,27.976530612244897,normal diet,Professional
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1410.0,1,31.746481831547992,normal diet,Professional
47.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,2030.0,1,36.258678833564765,strict diet,Amateur
45.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1090.0,1,33.469549692521326,normal diet,Professional
31.0,Professional sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1290.0,1,27.12165680473373,normal diet,Amateur
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1290.0,1,30.537981733125417,normal diet,Expert
36.0,Recreational or educational sports,Beginner with coach,Single workout per day,4+ years|,1070.0,1,29.369777777777777,normal diet,Expert
26.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1115.0,1,25.541522491349482,no diet,Professional
23.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,1-2 years|,1356.0,1,30.710640138408305,normal diet,Amateur
25.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,1110.0,1,23.10810810810811,normal diet,Amateur
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1185.0,1,29.08863684099979,normal diet,Expert
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1340.0,1,30.12259472326919,no diet,Amateur
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,970.0,1,25.033783783783782,normal diet,Professional
32.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1070.0,1,29.531611006091158,normal diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1560.0,1,29.531611006091158,normal diet,Expert
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1280.0,1,31.644736842105264,normal diet,Amateur
28.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1175.0,1,28.309660781590953,normal diet,Amateur
30.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,1460.0,1,31.70945945945946,normal diet,Amateur
21.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1384.0,1,26.654605263157894,no diet,Amateur
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1347.0,1,29.834104938271604,normal diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,1-2 years|,905.0,1,24.389795918367348,normal diet,Amateur
21.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1315.0,1,29.28585598095616,no diet,Amateur
51.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,1030.0,1,26.95945945945946,normal diet,Professional
44.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1155.0,1,29.41122448979592,no diet,Amateur
27.0,No or minimal sports,Beginner with coach,Multiple workouts per day,1-2 years|,1180.0,1,27.454437869822485,normal diet,Amateur
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,1330.0,1,25.620444444444445,normal diet,Professional
29.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1050.0,1,25.98781768536022,normal diet,Amateur
31.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,800.0,1,25.237456747404845,normal diet,Amateur
27.0,No or minimal sports,Beginner with coach,Other,1-2 years|,955.0,1,23.70759769886927,normal diet,Amateur
24.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1165.0,1,40.03194444444444,no diet,Amateur
25.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1220.0,1,26.496726839912714,no diet,Amateur
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,6-12 months|1-2 years|,1246.0,1,27.799961419753085,no diet,Amateur
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1365.0,1,29.945768436854944,normal diet,Professional
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1025.0,1,21.520408163265305,no diet,Amateur
44.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1241.0,1,31.656615750843088,normal diet,Amateur
41.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1130.0,1,28.5885736956953,normal diet,Professional
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1230.0,1,31.00112591480578,normal diet,Amateur
22.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1280.0,1,31.79315886134068,normal diet,Amateur
28.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,951.0,1,24.82324935528665,normal diet,Amateur
20.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1625.0,1,26.357270382860545,no diet,Amateur
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1400.0,1,34.45310759634663,normal diet,Expert
48.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1035.0,1,26.383936948770877,no diet,Amateur
28.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,870.0,1,24.325259515570934,normal diet,Amateur
42.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1085.0,1,25.087770061728396,no diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1030.0,1,26.87376601554295,normal diet,Professional
26.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1258.0,1,26.135475740390675,no diet,Amateur
28.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,1021.0,1,23.334150144798397,no diet,Amateur
32.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1250.0,1,25.765817901234566,no diet,Amateur
29.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,2-4 years|,905.0,1,23.490755179327245,no diet,Professional
24.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1020.0,1,25.526620628202274,strict diet,Amateur
42.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,900.0,1,25.102162269390995,no diet,Professional
25.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,1130.0,1,28.188906215192695,normal diet,Amateur
23.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1250.0,1,22.33783783783784,normal diet,Amateur
28.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1040.0,1,23.48170388440608,normal diet,Amateur
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1070.0,1,25.845588235294116,normal diet,Amateur
37.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,1085.0,1,28.5885736956953,no diet,Professional
40.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,1110.0,1,25.724338525051603,no diet,Amateur
39.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1100.0,1,28.12,normal diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,970.0,1,24.006756756756758,normal diet,Professional
27.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,1150.0,1,27.70313379620942,no diet,Professional
32.0,Recreational or educational sports,Beginner without coach,Single workout per day,4+ years|,1035.0,1,23.085944830174515,no diet,Expert
28.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1090.0,1,27.799961419753085,normal diet,Amateur
35.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,1365.0,1,25.087770061728396,normal diet,Amateur
34.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1305.0,1,29.983138266217022,normal diet,Amateur
37.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1005.0,1,23.73167438271605,no diet,Amateur
36.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1180.0,1,27.31674018063432,no diet,Professional
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1120.0,1,27.40265306122449,normal diet,Amateur
36.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1125.0,1,28.886245674740483,normal diet,Amateur
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1135.0,1,27.40265306122449,normal diet,Amateur
37.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1060.0,1,27.08783783783784,no diet,Professional
32.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1004.0,1,26.828775510204082,normal diet,Amateur
24.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1372.0,1,31.276326530612245,no diet,Amateur
24.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1120.0,1,26.44386574074074,normal diet,Amateur
27.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,990.0,1,25.799444554651856,normal diet,Amateur
20.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,980.0,1,23.085944830174515,normal diet,Amateur
38.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,970.0,1,24.52027027027027,normal diet,Amateur
21.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,1-2 years|,970.0,1,22.426346406455245,normal diet,Amateur
47.0,Professional sports,Beginner without coach,Single workout per day,2-4 years|,1010.0,1,24.39189189189189,normal diet,Professional
52.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1175.0,1,29.950475778546714,normal diet,Amateur
32.0,No or minimal sports,Beginner with coach,Other,1-2 years|,1320.0,1,27.40588104254845,no diet,Amateur
25.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,992.0,1,26.357270382860545,no diet,Amateur
48.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,968.0,1,25.84015963032976,normal diet,Amateur
32.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,1040.0,1,31.16673875432526,normal diet,Amateur
35.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1090.0,1,27.271040647664023,normal diet,Amateur
40.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,1110.0,1,26.972244897959182,normal diet,Amateur
28.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1086.0,1,28.793320730938877,normal diet,Amateur
44.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,990.0,1,28.971931387836936,normal diet,Amateur
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,980.0,1,26.541836734693877,normal diet,Professional
31.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,4+ years|,975.0,1,31.92690311418685,normal diet,Expert
32.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,1120.0,1,29.118343195266274,no diet,Amateur
42.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1025.0,1,28.601973684210527,normal diet,Professional
41.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1020.0,1,25.967959183673468,normal diet,Amateur
37.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1005.0,1,25.107142857142858,normal diet,Amateur
37.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1240.0,1,29.28585598095616,normal diet,Amateur
48.0,Professional sports,Beginner with coach,Single workout per day,1-2 years|,995.0,1,28.47800925925926,normal diet,Amateur
32.0,No or minimal sports,Advanced (Trainer/Courses),Other,1-2 years|,1035.0,1,27.49511111111111,normal diet,Amateur
25.0,Recreational or educational sports,Beginner without coach,Single workout per day,2-4 years|,875.0,1,28.24265381083563,normal diet,Professional
43.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,1102.0,1,25.620444444444445,normal diet,Professional
30.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,855.0,1,24.36937557392103,no diet,Amateur
43.0,No or minimal sports,Beginner with coach,Single workout per day,6-12 months|1-2 years|,875.0,1,29.44174649142348,normal diet,Amateur
54.0,Recreational or educational sports,Beginner with coach,Single workout per day,4+ years|,850.0,1,26.541836734693877,normal diet,Expert
37.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,1-2 years|,1050.0,1,28.0550304557866,normal diet,Amateur
45.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1045.0,1,24.816550925925927,no diet,Professional
44.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1030.0,1,24.273780351971485,normal diet,Expert
52.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,910.0,1,27.31674018063432,no diet,Amateur
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1100.0,1,27.259183673469387,normal diet,Professional
32.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1030.0,1,26.496726839912714,normal diet,Professional
31.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1047.0,1,24.00289351851852,normal diet,Professional
42.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,855.0,1,28.20679012345679,normal diet,Amateur
27.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,975.0,1,28.286390532544377,normal diet,Amateur
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1090.0,1,24.220394736842106,no diet,Amateur
27.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,602.0,1,24.006756756756758,normal diet,Amateur
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,826.0,1,25.799444554651856,normal diet,Professional
26.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,782.0,1,20.579470820041283,no diet,Amateur
27.0,No or minimal sports,Beginner without coach,Multiple workouts per day,1-2 years|,1069.0,1,26.308256172839506,strict diet,Amateur
29.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,816.0,1,24.006756756756758,normal diet,Amateur
33.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,1180.0,1,25.41891891891892,normal diet,Amateur
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1003.0,1,24.82324935528665,no diet,Amateur
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1235.0,1,28.35034656584751,normal diet,Expert
38.0,No or minimal sports,Beginner with coach,Other,1-2 years|,1205.0,1,30.702448979591836,normal diet,Amateur
26.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,1170.0,1,25.52053164054751,no diet,Amateur
34.0,Professional sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,893.0,1,23.72382920110193,normal diet,Amateur
44.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,923.0,1,24.006756756756758,normal diet,Expert
33.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,940.0,1,26.254897959183673,strict diet,Amateur
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1195.0,1,29.236294896030245,normal diet,Professional
37.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1050.0,1,25.824489795918367,normal diet,Amateur
30.0,No or minimal sports,Beginner without coach,Single workout per day,2-4 years|,1375.0,1,28.36273221992869,no diet,Professional
37.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1210.0,1,30.17929292929293,normal diet,Professional
33.0,Professional sports,Beginner with coach,Single workout per day,1-2 years|,826.0,1,26.77946090443306,no diet,Amateur
31.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,930.0,1,22.652897923875432,normal diet,Amateur
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1090.0,1,25.83983069725997,normal diet,Amateur
25.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,920.0,1,28.452781065088757,normal diet,Amateur
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1100.0,1,25.087770061728396,normal diet,Expert
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1140.0,1,28.342399691358025,normal diet,Professional
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1155.0,1,27.40588104254845,normal diet,Expert
50.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1035.0,1,26.541836734693877,strict diet,Expert
42.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1010.0,1,26.578449905482042,strict diet,Professional
46.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,910.0,1,22.237755102040815,normal diet,Professional
52.0,No or minimal sports,Beginner without coach,Other,2-4 years|,805.0,1,23.42868478476493,normal diet,Professional
22.0,Professional sports,Beginner with coach,Multiple workouts per day,1-2 years|,1190.0,1,24.021193771626297,normal diet,Amateur
38.0,Recreational or educational sports,Beginner with coach,Single workout per day,4+ years|,900.0,1,24.40972222222222,no diet,Expert
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1035.0,1,28.342399691358025,normal diet,Professional
35.0,No or minimal sports,Beginner without coach,Single workout per day,2-4 years|,1152.0,1,24.009382623381498,normal diet,Professional
35.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,1140.0,1,30.84591836734694,strict diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1047.0,1,22.029605263157894,normal diet,Amateur
43.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,1220.0,1,28.03074786748661,normal diet,Amateur
40.0,No or minimal sports,Beginner without coach,Single workout per day,1-2 years|,960.0,1,28.47800925925926,normal diet,Amateur
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1300.0,1,27.612056290695232,strict diet,Expert
26.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,1085.0,1,28.0550304557866,normal diet,Amateur
36.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1000.0,1,28.5885736956953,normal diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,865.0,1,24.820204081632653,no diet,Expert
21.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,870.0,1,22.29442672171139,no diet,Amateur
35.0,No or minimal sports,Beginner without coach,Single workout per day,4+ years|,1240.0,1,32.5462962962963,normal diet,Expert
34.0,No or minimal sports,Beginner with coach,Other,6-12 months|1-2 years|,893.0,1,25.102162269390995,normal diet,Amateur
46.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,799.0,1,23.867283950617285,normal diet,Professional
32.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,999.0,1,26.254897959183673,normal diet,Amateur
35.0,Professional sports,Beginner with coach,Single workout per day,1-2 years|,850.0,1,23.95938775510204,normal diet,Amateur
33.0,Professional sports,Beginner with coach,Single workout per day,1-2 years|,1120.0,1,28.406938775510206,normal diet,Amateur
31.0,Professional sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,950.0,1,22.955102040816328,strict diet,Amateur
40.0,No or minimal sports,Beginner without coach,Multiple workouts per day,1-2 years|,905.0,1,24.12662721893491,no diet,Amateur
29.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,950.0,1,32.22083333333333,normal diet,Amateur
42.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,1-2 years|,1000.0,1,30.105324074074073,no diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,820.0,1,24.389795918367348,normal diet,Amateur
41.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,910.0,1,27.799961419753085,normal diet,Professional
50.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1060.0,1,27.08783783783784,normal diet,Professional
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1320.0,1,32.41068672839506,normal diet,Professional
36.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,940.0,1,26.430791850451588,normal diet,Professional
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,959.0,1,24.53326530612245,strict diet,Professional
36.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,926.0,1,25.250612244897958,normal diet,Amateur
24.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,1-2 years|,1070.0,1,26.28313379542113,normal diet,Amateur
41.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,795.0,1,25.014921946740127,normal diet,Amateur
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1260.0,1,25.107142857142858,normal diet,Professional
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,980.0,1,26.541836734693877,no diet,Amateur
